"_id","joke","cat","nid"
"3edcKhPuym","Един мъж казва на друг: - Представи си, роклята на Мерлин Монро са я продали за само за 27000 долара! - Какво искаш, секънд хенд е все пак...","Мъже",15607
"3eaa50f901ec095146c71fd1be64a682","Жена е при психиатъра: - Докторе, а можете ли да ми предизвикате мания за преследване? - Но за какво ви е? - Вече три години никой не ме следи, а така ми се иска!","Лекари",58937
"3e6520acdc20cac0bdbfcea957c778d6","- Защо младите жени харесват стари гинеколози? - Защото им треперят ръцете!","Мръсни",31065
"3e3c40c47da37aa0774fc37c4b53a1fd","Степените на пиянството. Първа. - Келнер, защо са ви мазни салфетките? - Аз не съм виновен, че се бършете в баницата. Втора. - Келнер, донесете вратата, искам да изляза. Трета. Качва се на такси. - На къде сте? - А вие клатите ли се? Четвърта. Стига си вкъщи и вижда жената и децата. - Някъде съм ви виждал всичките... Но както и да е, сега се разотивайте по къщите, защото смятам да си лягам.","Пиянски",58847
"3e141b3284d57d4e191d0f19a9ff096c","Влиза наркоман в телефонна будка и започва да пикае. Минаваща жена, възмутена, почва да му вика: - Как не ви е срам? Веднага излезте! Наркоманът казва: - Уф! В женската съм влязъл!","Пиянски",58790
"3e0075c02aff1dd7cee3e57e696153fc","Девойка в клиниката демонстрира на пластичния хирург своята съвършено плоска, нулева гръд: - Докторе, можете ли да направите нещо? - Амиии... Не е ли по-добре да ви поставим член? - неволно се изпуска докторът.","Професионални",58776
"3dd0ae24b45d2c892c7b538639e1c69f","Един малък мишок-беладжия наблюдавал как огромният слон бавно и с мъка се потапя в блатото да се охлади. След като голямото животно легнало, мишокът отишъл на брега и го помолил: - Слоне, я се изправи за малко да видя нещо... Добрият слон още по-трудно и бавно се изправил от тинята и питал: - Кажи, мишо, какво има? -А, нищо...Исках само да видя дали не си ми обул банските...","Животни",58743
"3db4be74236c43ba50030638e09bc66e","Мъж влиза в банка и вика:  - Всички на земята, това е обир.  След малко:  - Всички ли сте на земята, защото съм си забравил очилата?","Разни",58717
"3d9cf88e5501ce2a0c1e9dea6535d957","Генко се кара на сина си: - Що за живот водиш! По цял ден си лежиш, гледаш си филмчета, вечер мацки и пиене... - Баща ми, не те разбрах, завиждаш или критикуваш?","Семейни",58702
"3d8e3a08dfcde5ce28ed188702acae96","Млад баща в паника звъни на педиатъра: - Докторе, какво да правя? Тригодишната ми дъщеря пийна от йода! - Такаааа, а как изглежда сега детето, какво прави? - Какво прави... Хили ми се със зелена уста, плези ми се със зелен език и зъбите й са зелени... Докторе, какво да правя?! - Снимайте я!","Професионални",58675
"3d66fffd6e24cdfff5bcaf924d94174b","Бяла жена на възраст родила абсолютно черно дете. Виждайки го в ръцете на медицинската сестра, се усмихва: - Ще е доволен моя! Той обожава черния хумор!","Черен хумор",58664
"3d5db0d2a43b542b2cf17389963d781c","Иванчо среща Марийка: - Здрасти, Марийке! - Ей, с две думи ме кандардиса!","Иванчо и Марийка",58653
"3d4d93edd95be49826afaea982906fda","В съда.  - Подсъдими! Осъждам ви на 15 години затвор!  - А там телевизор ще има ли?  - Гледането на националната телевизия се явява неотменна част от вашето наказание...","Разни",58629
"3cwMZJykWYx","Банкет. Жена казва на мъжа си: - Винаги става така, след петата водка се превръщаш в отвратително животно! - Но аз не съм пил!!! - Затова пък аз съм пила!","Животни",19236
"3ce2d08fe744cb49b1516de68ba9212c","- Няма ли да се местите във вилата? - Не можем, докато не научим Еди да лае, когато иска да яде. Провел съм вече стотина тренировки. - И какво? Сега лае ли? - Сега не яде, докато аз не започна да лая...","Животни",58535
"3cab7debf907281a2d88514b36ef8499","Докторът преглежда Генко. - Ето ви рецепта за таблетки! - Няма да ги пия! - Защо? - От вашите таблетки болничните много бързо ми свършват!!!","Професионални",58477
"3c9abe1cc5336cf0aa2e8dd3ff1b4fd3","Генко се прибира от работа, сяда пред телевизора, но чува едни характерни звуци от стената към съседа. - Тоз съсед взе да ми писва! Ходи да му кажеш по-тихо да се занимава с неговите мръснички! - Мама искаше да му каже същото още преди час - отговаря малкия Иванчо. - И какво, каза ли му? - пита Генко. - Не знам, още не се е върнала...","Семейни",58463
"3c946a8c29d08a877d8640b36f8aa549","Офицери от три армии спорят, кой има по изящна жена.  Французинът:  - Моята съпруга е толкова изящна, че си уши пола, от какво мислите? - от лентичката на моят орден ....  Италианецът:  - Моята пък е толкова изящна, че когато се къпе във ваната се завързва за крана, за да не я отнесе водата...  Българинът:  - А моята пък, веднъж яде череши и глътна една костилка, без да иска, а после целият гарнизон я мислеше за бременна...","Разни",58456
"3c8aa28315d3a9df915b0fb8b3712e4f","На един студент-композитор му предстои изпит по специалността. - Не разбирам защо се мъчиш - казва му негов приятел. - Просто вземи прелюдията на твоя професор и я препиши от края до началото, отзад напред... - Опитах - тежко въздъхва студентът. - Получава се валс от Шуберт...","Професионални",58445
"3c87faa9de9c643120d54383ea70643e","Един господин намира папагал на улицата. Отива и пита полицая какво да го прави. Полицаят го съветва да отнесе папагала в зоопарка. На другия ден обаче полицаят отново среща господина с папагала на рамо. - Ама нали ви казах да го заведете в зоопарка? - Заведох го, хареса му, но днес сме на кино.","Животни",58444
"3c3ccd05d273057618a2348b329a34af","Какво станало, когато седемте джуджета видели Снежанка гола? - 7 up!","Други",58364
"3c3aa70ba506c3e505e90dc08ee837ba","При Бърнард Шоу идва една жена по обява, че се търси стенографистка: - Сър, мога да стенографирирам със скорост 200 думи в минута. Шоу озадачено се почесал по тила: - Откъде ще ви взема толкова думи?","Разни",58362
"3c0f92db488eeb09d93221ab35d2b901","Недоволен клиент към келнера: - На какво прилича това, в супата ми има парцал! - Бе, ти за 80 стотинки персийски килим ли искаш?","Професионални",58325
"3c03c79087d16005970735d76ecb951c","Търсете на пазара книгата: ""Еротичен самомасаж""...","Бисери",58313
"3bHtG3aCaiZ","Прибира се мъж вкъщи, а жената в леглото с любовник. Мъжът ги погледнал и казал на жена си: - Завчера прибра от улицата болно коте, вчера бездомно куче. А този кой е?","Мъже",15487
"3be369d43561aa41b16e735f5d7d0a50","Адвокат пита клиента си: - Тази вечер почина тъща ви. Какво да поръчам: погребение, кремация, балсамиране? Клиентът отговаря: - Поръчайте и трите, не мога да рискувам.","Тъщи",58282
"3be31d3ccc2a692a55e10c9fde621166","Обява в Корея: ""Намерено е куче. Каня бившия му собственик на барбекю.""","Черен хумор",58281
"3be08aaa5fb82120b4e908f2f4770d87","Два мъжки полови члена си говорят: -Аууу, да знаеш моя какъв ее-страшен красавец!Страхотно тяло има, поддържан, атлетичен...Мацките направо му се лепят-много съм доволен!!! -А пък моя...дебел, грозен, не се къпе, не се епилира, мирише...Ама пък Златни ръце има!","Мръсни",58275
"3b98979d86f3fc1ad8d6800df95c5608","Каква е разликата между детето и евреина? - Детето се връща от лагер!","Черен хумор",58209
"3b80c46ced52ace0653af141025fe46d","След дълъг ловен ден, на вечерта старшия авджия вика колега: - Тук ли са всички? - Всички са тук! - Слава Богу! Значи, все пак съм уцелил някакво животно.","Черен хумор",58185
"3b773ce62a77200cc137a0f7a08c5300","Доктор пита медицинската сестра: - Какво е състоянието на болния? - Два милиона долара. - Тогава започваме операцията.","Професионални",58175
"3b75a03c3a37e7a3466fdd2462ba127e","Гробище. Надпис на надгробна плоча: ""Сълзите ми няма да те възкресят. Затова плача.""","Черен хумор",58171
"3b6a6b87ae05534dbef71a36c520aa55","Генко към тъща си: - Дайте, мамо, аз да ви сгъна парашута.","Семейни",58164
"3b5683d6a3b1c501d98fb3673d9370e2","Жена казва на приятелка: - С мъжа ми си живеем идеално, не се караме, не спорим. Пълна идилия. И всичко това е благодарение, че спазвам препоръките от ежедневния си хороскоп. Мъжът казва на приятел: - Всичко ни е наред с жената, защото тя реши да си следи внимателно хороскопа. Абонира се по мейла. Като разбрах това, хакнах й пощата и сега аз й пиша нейния хороскоп специално за нея.","Програмисти",58140
"3ae25245d90af6382ca91eb59c3b496e","Сутрешна блъсканица във автобуса. Жена се оплаква: - Моля ви, господине, не ми се натискайте така! - На кого да се натискам? - Не знам, все ми е тая! - И на мен!","Разни",58039
"3ad3cc2810aaecec7b37cf223982a9d1","Мечо Пух казва на Прасчо: - Прасчо, Прасчо! Кристофер Робин ни даде 10 делви с мед - по 8 за всеки! - Мечо Пух, как така по осем? 8+8...? - Аааа, не знам. Аз мойте осем вече ги изядох.","Мечо Пух",58024
"3acc848c39e96aacff0347dbe983618f","Из писмо до един мъж: ""Ако ще ползваш жена ми - то поне поеми част от разходите...""","Семейни",58017
"3a60f211ee81ac8d4a8b5a9916baea0d","Психиатър, кабинет. Влиза първият клиент: - Бихте ли ми помогнали, докторе? - Първо платете предварително, че после бягат като ги оправя. Платил 50 евро и психиатърът казал да започва да разказва. - В момента в който заспя ,сънувам че от централна гара в София ме карат да бутам 4 вагона без локомотив за Русе. В 2 часа ми правят почивка на гара Гопна Оряховица. Дават ми кафенце, количка. И след това ми лепват още 3 вагона и като се събудя - целият съм вир вода и потен. - Платихте, ще помогна. - казал доктора. - Навийте си часовника в 2ч. докато сте на Горна Оряховица, звънвате ми и аз ще дойда да ги добутвам до Русе. Влезнал втори клиент. - Докторе, до 2 часа спя с две жени, след 2 часа има още две, моля Ви помагайте за втората двойка! - Съжалявам, господине! Мога да помогна само за първата двойка, че от 2 имам да бутам един влак за Русе.","Професионални",57930
"3a2LLo5nDJm","Автомобилна катастрофа. Трима мъже убити. В рая господ ги пита: - Ти колко пъти си изневерявал на жена си? - 5. - Ето ти този стар очукан Трабант. А ти? - 3. - За теб тази Тойота. А ти. - Не съм и изневерявал. - Браво! Ето ти този чисто нов спортен модел Ферари. На другия ден първият и вторият мъж срещат този с Ферарито да реве и го питат: - Защо ревеш?! Нали ти взе най-хубавата кола? - Е да, ама преди малко видях жена си... със скейтборд!","Авто",13180
"3a1bf16977865dcb83426ded64bec7c6","Доктор към пациент: - Как са новите свещички срещу безсъние? Пациента: - Супер са, докторе, не успявам даже пръста да си извадя...","Лекари",57861
"3_JwmiL0OJP","Глобализация е това, когато английска принцеса се вози в германска кола с египетския си приятел. Колата е управлявана от белгийски шофьор пиян с шотландско уиски. Колата е преследвана от италиански папараци през френски тунел. Колата се блъска. Откарват принцесата в американска болница в Париж и се опитва бразилски лекар да я спаси. Но все пак принцесата умира!","Лекари",42889
"39cd5ac1fc8cd39f9d491012d00c54d0","Потъва презокеански кораб. Капитанът дава нареждания за качването в спасителните лодки: - Първи се качват пътниците, купили билети на кредит!","Черен хумор",57782
"399783323552daf9d20a916ae712cef6","В училище въвели два нови предмета по избор: основи на религията и сексология. Всички ученици, разбира се, се записали сексология. Всички освен Иванчо. Учителката учудена: - Ама как, Иванчо, ти няма да ходиш на сексология?! - Не, госпожо, смятам да я преподавам!","Ученически",57726
"39644647ea8467bf4bd93d5a117d5075","Мотоциклетист блъска пешеходец, помага му да се изправи и казва: - Имате късмет, че днес е неделя! Защото през седмицата карам ТИР…","Шофьори",57654
"38fd36845a987b1207e9809d2b8225df","Събужда се сутринта поручик Ржевски и гледа как слугата му чисти мундира от повръщано. Досрамяло го о решил да се оправдае: - Григорий, представяш ли си, отивам вчера на бал, стоя си мирно, пия шампанско, разговарям с дамите и някакъв пиян нахал ме оповръща целия, така го праснах по мутрата. - Малко му е било, господарю! Изсрал ви се е и в гащите...","Разни",57596
"38978514d4c50284eaa56ce1b4989c69","В съда се развеждат мъж и жена. Съдията пита мъжът защо иска да се разведе. - Ами, как да ви кажа,... абе не мога да спя с тази жена. - казал мъжът - Е, хайде сега капризи, цял град може той не можел...","Мръсни",57486
"3886cc9099d5ab527e50fd0f6ff56e97","Блондинка се обажда по мобилния телефон на приятелка: - Ох, Миме, ужасна поледица е! Седем пъти падам, шест пъти ме вдигат разни мъже. - А защо само шест пъти? - Още не са успели. Чакам.","Блондинки",57474
"37TpZbO5R-9","На вечерята присъства дама - ценителка на добрите обноски. Към края на вечерята към нея се приближава стопанинът: - Как е? Тя:  - По принцип всичко е нормално, само че няма щипки. Представете, мъжете ходят в тоалетната, сам разбирате, какво държат в ръцете си, а после със същите ръце си взимат захар. - Разбрах, взимам си поука. На следващата вечеря домакинът приближава до същата дама: - Как е? - Всичко е отлично, но пак няма щипки. - Как да няма? Има. - Защо не ги виждам? Къде са? - Как къде? В тоалетната!","Истории",36853
"37ebb7943635c88e0ca73665e7eada48","- Иванчо тебе баща ти бие ли те? - Ние сме десет братя и аз съм най-малкия и докато стигне до мен се изморява.","Иванчо и Марийка",57337
"37b2d008872ef8688eef66cfb41ce303","Мъж се прибира от командировка. Отваря вратата, а към него се хвърля жена му полугола и крещи: - Да бягаме оттук бързо! Току-що съобщиха, че някъде вкъщи е заложено взривно устройство! - Само секунда скъпа! Само да проверя да не е в гардероба!","Разни",57290
"37a2d0623a5741b4ce16c97f147f17be","На нуди плажа - мъж и жена. - Скъпа, знаеш ли какво ми се иска сега?! - Да, не съм сляпа.","Мръсни",57275
"377f47960c1b704a4dda669d7a874305","Включили една жена да е в списъка на съдебни заседатели за участие в съдебен процес. Тя се опитва да откаже, мотивирайки се, че е противник на смъртното наказание и затова не може да е съдебен заседател. Опитват се да я разубедят: - Не става дума за смъртно наказание. Ще се гледа дело, за това че един мъж проиграл в казиното всички пари, които били заделени за покупка на кожено палто за съпругата. - Това вече променя нещата - съгласява се жената. - При такива обстоятелства е напълно възможно да си променя мнението за смъртното наказание.","Разни",57240
"375tLtIe5r","- Тате, като си бил малък, твоя татко също ли те е биел? - Да. - А дядо бил ли го е неговия татко? - Разбира се. - А прадядо? - Също! А защо питаш? - Искам просто да разбера кой е започнал.","Дядовци",17373
"3756d7c533dbedc23352c10da0bde993","Фризьор към блондинка: - Госпожице, преди да се пребоядисате в брюнетка добре ли помислихте? - Как става това???","Блондинки",57190
"36fbcf0c47194c37f557208ff04c9209","Излиза един интернет-маниак от тоалетната и доволен казал: Download completed.","Програмисти",57115
"36f3e3199b2a5ac6978eb4b970b4eeb1","Три деца в детската градина спорят кой помни по-отдавна. Първия: - Аз помня първия си ден в яслата! Втория: - Нищо не е това! Аз помня първия си ден в родилния дом. Третия: - Гола-вода сте момчета! Аз помня как отидох на дискотека с татко, а се върнах с мама...","Мръсни",57100
"36d22a53ddd2425facad3dbc83190211","Двама бързат за влака. - Колко остава до тръгването на влака? - Десет минути. - А по моя часовник са пет минути! - Значи, ти няма да успееш!","Разни",57070
"36ab707fff7607dc332710ab84f46c4e","- Онзи ден пребиха един за опит за убийство! - Така им се пада на гадните убийци! И кого се е опитал да убие? - Ахмед Доган. - Аууууу, горкото момче! Така да го пребият...","Разни",57021
"36a491d085998e237f8a032220885eb9","Тест по Общообразователна Подготовка: България е БУЛЕВАРД....Бетовен е кучe, Микеланджело, Рафаело и Леонардо са костенурки, Славейков и Патриарх Евтимий са площади, а княз Борис - улица. Добруджа е хляб. Тракия е недостроената магистрала, а Манхатън е коктейл. Витоша е кашкавал, Рила е хотел, Народна е кайма, Президент е масло. Ботев, Левски и Пирин са футболни отбори. Иван Вазов е театър, Стара Планина е салам, кебапче или кремвирш. Балкан е завод, Елин Пелин е град, Буда е бар....Финландия е водка, Моцарт е кутия шоколадови бонбони, Тема е прах за пране, Черга е вино, Чалгата е музика, Софиянка е кифла, а Кифлите - жени......","Разни",57015
"36804f73aa615cdc70856282674940f9","- С кое българските чиновници приличат на пираните? - С несъответствието между апетита и размера на тялото.","Политически",56995
"364a76fbc60fca720a46ac22d13fbad0","Стефан пита доктора: - Докторе, как е тъща ми? - Съжалявам, но днес я изписваме...","Семейни",56936
"3645fc1b272d66275d122fa5ee52f0c8","Царят лъв строява животните: - Умните наляво, красивите надясно. Жабата се обажда: - Е аз сега какво, да се разчекна ли?","Животни",56929
"35f40285370d30b9a7a7cd1ee04b763f","Един продава куче. Купувачът пита: - Здраво ли е? - Здраво е кучето! - А умно ли е? - Умно е! - А вярно ли е? - Вярно е, вече за трети път го продавам.","Разни",56861
"358709ae33b6a120b011c7681c2c13e2","- Защо няма вицове за брюнетки? - Защото блондинките не могат да ги измислят.","Блондинки",49833
"3531vS2jum9","- Защо се разведе? - Прекалено беше приказлива жена ми. - Всички жени са такива. - Да, но тя не спираше да приказва даже, когато ми правеше .инет.","Жени",20150
"35228c83b0d3e0fc8e80a9bfc6b8a416","В зоопарка: - Тате, видя ли горилата как злобно ни изгледа, а? - Спокойно сине, все още сме на касата.","Деца",56667
"34f0ab02561d231a4a76a0c0c2607a3c","На светофара в Мерцедес 600 се удря Лада Грант. От Мерцедеса излиза мутра и поглежда: - Какво е това? От Ладата се измъква мъж с АК-74 и вдига предпазителя: - Това е Лада Грант, автоматик!","Професионални",56626
"34a64c789455b416ed4042b31177a0c4","- Трябва спешно да ви оперираме! - Докторе, а не може ли да я отложим? Половин година чаках ред за нови зъбни протези! Кардиохирургът се замисля. Минава минута, две, пет... - Докторе, защо мълчите?! - Представих си: свирят Шопен, всички плачат, а вие лежите в гроба с красиви, равни, ослепително бели зъби!...","Черен хумор",56538
"3450000e97a47f2837835684249ec0e9","- Аз по природа съм философ, и затова няма разлика, какво ще ям: черен хайвер или черен хляб. - Аз като гледам: ти все ядеш черен хайвер, а не хляб. - И каква е разликата?","Разни",56458
"341f7de003e1a9d2696c4afea1be18de","- Вярно ли е, че МБМД и Microsoft са се обединили?  - Да, вярно е. Ще се казват Ем Micro, Ем Soft.","Програмисти",56418
"3344a36815a14d3f9c7d3c0757ed1458","- Ама какво си направил! Това дете дето си го взел от детската градина не е нашето! - Не се впрягай бе, жена! Нали утре и без това ще го връщаме.","Семейни",56223
"32gwxOKMYE","- Докторе, нещо не е наред с мен??? Мисля си, че България е нормална държава! - Спокойно, Вие сте обикновен идиот. - Благодаря докторе!! А аз си помислих, че съм патриот...","България",14018
"32c85f7a1ff8c487ff1686cadb119360","Самотните жени се жалват, че всички свестни мъже са вече женени. Омъжените жени се жалват от мъжете си. Извод: свестни мъже няма.","Семейни",56110
"32877b379f44d6ce2afc83ac6118bf4a","Доктор се усмихва като вижда болния и казва: - Днес изглеждате много по-добре. - Изпълнявам указанието от обратната страна на шишенцето с лекарството. - А именно? - ""Да се държи плътно затворено"".","Професионални",56050
"3283e153e8596550168fefaa22c8b012","На преглед при психиатър: - Докторе, вие сте петия специалист, при който идвам. При всички, като разкажа някой случай от живота ми и ме побъркваха с въпроса, искам ли да поговоря за това. Това е глупаво, нали вече говоря! - Да, наистина. Значи имате проблеми в общуването с доктори... Искате ли да поговорите за това?","Лекари",56045
"327f8ac8d48ac1a103ee460cd62d3396","- Докторе, нещо не е наред с мен??? Мисля си, че България е нормална държава! - Спокойно, Вие сте обикновен идиот. - Благодаря докторе!! А аз си помислих, че съм патриот...","Разни",56039
"3250911b8955eb9d92518cdd19770e88","- Марийке, развалям годежът ни! - Но защо, Иванчо? - Видях голото ти тяло на една картина. Безобразие! Да позираш гола... - Никога не съм позирала. Повярвай ми! Художникът я е нарисувал по памет...","Семейни",55994
"32166f70e2bbaee8391cc62010de35ea","Компютърът никога не може да замени човека!!! подпис: Канибал","Програмисти",55931
"321645ae02283fa3f2be63c82603d4f4","- Вчера те видях да излизаш от една кръчма! - Какво да се прави, не мога да живея там!","Пиянски",55930
"321130e41922444f8ae64f123be42a37","Дядо разказва на внука си: - Знаеш ли, че едно време в магазините имаше само сол и оцет? - Как така, дядо? В цялото ""Метро""?!?","Разни",55924
"31ef3d7e3fae45d56fd72f51f24c1403","Волен Сидеров и Яне Янев в парламента: - Ти си хомосексуалист! - Не, ти си! Народа: - Не се карайте! И двамата сте педерасти!","Политически",55896
"31b7d41a36a3b2e52b635519232d6e97","- Каква е разликата между ензим и хормон? - Не можете да чуете ензима.","Разни",55856
"3194d3906b7ac5119865110b1c02c68d","Говорят си двама приятели:  - Татко ми каза, че произхождаме от маймуните.  - А на мен мама ми каза, че произхождаме от едно бедно учителско семейство!","Разни",55826
"3178c3e2603da7e2eb41065528ee89be","Тече съдебно заседание. Разпитват обвиняемия. Той казва: - Връщам се от командировка, гледам - жена ми в леглото, прозореца отворен (а ние на първия етаж живеем), а по тротоара бяга някакъв мъж по гащи. Аз хванах нощното шкафче и го метнах по него! - Свидетелката, вие какво ще кажете? - Полегнах аз да си почина, беше ми задушно и отворих прозореца. Изведнъж нахлу мъжа ми и ни в клин ни в ръкав хвърли шкафчето през прозореца. - Потърпевшият, вие какво ще кажете? - Аз съм спортист. Бягам си около блока и изведнъж на главата ми пада нощно шкафче! - Така. А вие какво можете да кажете? - Аз всъщност нямам нищо общо. Седя си в нощното шкафче...","Разни",55803
"31716ea7aac46e76915ebf6661f402f7","Двама ловци си приказват: - Моето куче е много странно. Когато стрелям, то ляга на земята и почва да се търкяла от смях! - А когато уцелиш? - Не знам, то ми е само от три години.","Разни",55800
"311cad0f1115088efb5fe27fcb3717ad","Жена към мъжа си по време на закуска: - Напразно с теб бяхме против това дъщеря ни да си сложи пиърсинг. Откакто има халка на носа, е много по-лесно да я вдигна за училище.","Разни",55727
"311699e6a5a7567cb0ee3092a9dac255","- Келнер, повторете! - Поварям:""Аз не съм келнер!""","Професионални",55721
"30f7b03aaebf921fc17aea24fd30944b","В далечно село, в кръчмата са се събрали мъже и си пият. Вратата се отваря и влиза млад мъж /нов в селото/. От една маса го привикват да седне при тях и започват да го черпят.  По едно време младежът забелязва няколко мъже, които носят на ръце един мъж, пиян като кирка. Вижда, че го отнасят в съседна стая и пита.  - Къде го отнесоха този?  - Отидоха да го чукат. Тука в селото няма жени, разбираш ли....Ама ти си пий и не обръщай внимание...  .......  ......изведнъж младежът отваря очи и вижда няколко селяни, които го носят на ръце.  - Не, не, не искам в другата стая, не ме носете там...- започва да крещи той.  Един от селяните се обажда:  - Успокой се, бе. Ние не те носим в стаята, а те изнасяме от нея","Пиянски",55696
"30f0cf03dded2cc135efb75b78da9747","- Каква е разликата между верния и неверния мъж? - Верният понякога има угризения на съвестта.","Семейни",55689
"30ed78912dcd15712a64f028db7c97ee","Блондинка пътува във влака. До нея седи младеж, който се мъчи да я заговори. По едно време той пита: - Извинете, за къде пътувате? - За Бургас. - отговаря блондинката. - И какво ви тегли натам? - Ами локомотива...","Разни",55682
"30adcf2c755ef89f2599fd64b8a3adde","Баба пита внука: - Петьо, кой счупи прозореца? - Мама, но е виновен татко. - Как така? - Наведе се, когато мама хвърли по него една чиния!","Семейни",55624
"3015397d25de91026a8d6bc507c5db77","Малко момченце отива с татко си в родилния дом, за да види майка си и новороденото си братче. Когато се доближава до креватчето, то вижда, че бебето има на ръчичката си гривна с някакъв номер. - Татко, татко, виж! - виква детето. - Забравили са да му махнат цената!","Семейни",55487
"3-k91PHwK5","- Здравейте, а може ли да запиша дъщеря си на синхронно плуване? - Разбира се, тъкмо едно момиче се удави днес!","Дъщери",15790
"2YQeeQS2D0s","Питат Генко: - Защо си толкова мокър? - Плаках. - Защо плака? - Защото паднах в езерото.","Генко",15301
"2xbyXKgLOCs","Учителката:  - Жоро, вчера защо не беше на училище?  - Майка ми роди, госпожо, вече си имам братче!  - Но как така, нали баща ти от две години е на работа в чужбина?  - Да, госпожо, но те си пишат!  - Егати дългата химикалка! - обажда се Иванчо.","Разни",18411
"2VZt_WV8Y9Q","Мъж среща бившата си жена. Тя го пита: - Как е? - Ами добре е... Снощи бях с една мацка и си мислех за теб. - Какво? Липсвам ли ти? - Ти пък... за да не свърша бързо...","Жени",30740
"2Voq1Yk6sUy","Интервю за работа. - Имате ли препоръки от предишното място? - Да, препоръчаха ми да си търся нова работа.","Професии",42091
"2txoKIjGEOH","Иванчо пита майка си:   - Мамо, какво е това оргазъм?   - Не знам, питай баща ти.","Татковци",37351
"2szYyfeQV0","Из дневника на планинския козел: - Рогата ми растат всеки ден. Започвам да подозирам алпинистите.","Животни",19373
"2sX0Y1hDuTq","Едно момченце стояло на гарата заедно с майка си и чакало влак. В това време наблизо някакъв железничар почуквал с чукчето си колелата на един вагон. Момченцето попитало: - Чичко, защо чукаш по колелата? А той отговорил: - За пенсия, чичовото!","Влакове",14347
"2SsUzT0uoFL","Лекарска съпруга: - През деня ми е личен лекар, а през нощта неприличен!","Доктори",14630
"2sRp-ET8o2i","София. Околовръстно шосе. Катаджия спира ""Бентли"" движещо се със скорост два пъти над разрешената. ""Бентли""-то спира, бавно се отваря затъмненото стъкло. Катаджията: - Петров, пътна полиция. Документите, моля. От стъклото се подава ръка с банкнота от 100лв. Катаджията ги прибира и казва: - Лек ден! Постарайте се да не нарушавате правилата... През прозореца се подава ръката с втора банкнота от 100лв. - И, бъдете внимателен, след два километра има други колеги... Друга 100-левка. Катаджията след, като поглежда номера на колата: - Аз работя тук вторник и четвъртък от 08.00 до 17.00 часа. Запомнил съм номера на колата - тогава можете да карате, както си искате... Отново 100 левка. - Бъдете жив и здрав, вие и децата Ви! Успех в бизнеса, кучето Ви да печели награди на всички изложения... Пак се подава ръката със съответната банкнота... Катаджията я прибира, стои известно време, след това се прокашля, застава мирно и казва с тържествен глас: - А сега - стихотворение....","Разни",15011
"2sKIdE6_3FH","- Как се чувствате? - Лошо, докторе. Сега даже и нещата, които сте ми забранили да ям, ги ям без удоволствие.","Лекари",38075
"2q2Bb5c0_ee","Две приятелки си говорят: - Ужас, вчера за пръв път отидох на риболов с мъжа ми и страшно се скарахме. - Какво се случи? - Ами отначало говорих силно и изплаших рибата, след това не слагах каквато трябва стръв, после хвърлях въдицата неправилно. А накрая всичко приключи със ругатни: аз налових повече риба от него.","Риболов",37952
"2ON6ueMJgub","- Какво ще се получи, ако кръстосаме кенгуру и слон? - ?!?! - Много просто - големи дупки в Австралия!","Животни",19576
"2mfo3G_lcUZ","- Госпожице, а ще се съгласите ли с мен да вечеряте? - Така направо! Може, като за начало да станете от леглото и поне едно кафе да направите?","Свалки",41461
"2KqGTEk0-mv","Мечо пух и Прасчо разбрали къде има мед. Уговорили се да отидат заедно и дълго време правели планове. На уречения ден и място, в уреченото време пристига Прасчо и заварва Пух да се въргаля целия в мед...  - Пух какво стана нали заедно щяхме да ядем...  - Млъкни бе прасе! На виждаш ли, че ми е тежко...","Животни",19261
"2KBhJNKv9lJ","Красива програмистка забременяла. Отива при гинеколог и пита:  - Докторе, не можем ли да направим ""UNDO"" ?  A той веднага отговаря:  - Не, за съжаление вече сте записали промяната на диска.","Гинеколози",15735
